code,name,type
INFO90012,Successful Digital Healthcare Solutions,Subject
THTR30042,Hashtag Cyberstar,Quotas apply | Subject
ARTS10005,The Buddhist Universe,Subject
MUSI30020,Chamber Music 4,Requisites apply | Subject
BISY90017,Quant. Decision Making & Optimisation,Quotas apply | Requisites apply | Subject
CHEM90028,Chemistry Research Project Pt 2,Subject
EDUC91250,Learning Area Humanities Addt'l (SI) 2,Requisites apply | Subject
SPAN90004,Graduate Spanish B,Requisites apply | Subject
ISYS90036,Enterprise Systems,Requisites apply | Subject
LING30007,Semantics,Subject
JAPN10006,Japanese 8,Requisites apply | Subject
MGMT90030,Managing Innovation,Subject
BOTA30005,Plant Molecular Biology & Biotechnology,Requisites apply | Subject
BUSA90570,Applied Investment Analytics,Subject
NEUR30005,Developmental Neurobiology,Requisites apply | Subject
MCEN90031,Applied High Performance Computing,Requisites apply | Subject
DNCE20034,Dance Lab 3: Repertory Studies,Requisites apply | Subject
COMP90048,Declarative Programming,Requisites apply | Subject
FREN10004,French 1,Requisites apply | Subject
EDUC91111,Learning Area Music A1,Subject
MGMT90285,Intrapreneurship: Initiation,Requisites apply | Subject
MUSI20198,Music History 2: The Long 19th Century,Requisites apply | Subject
ARTS90036,Theories of Art,Subject
LAWS70259,Medical Ethics,Quotas apply | Subject
VETS90124,Vet Bioscience: Cardiovascular System,Requisites apply | Subject
NURS90164,Independent Study Project Part 1,Requisites apply | Subject
POLS90013,Politics and Business in post-Mao China,Subject
MGMT90010,Strategic Human Resource Management,Requisites apply | Subject
GEOG30029,Geographies of Migration,Requisites apply | Subject
CVEN90035,Steel-Composites in Modern Construction,Requisites apply | Subject
CHIN20012,Chinese 9,Requisites apply | Subject
CREA90021,Dance Movement Therapy Methods 4,Requisites apply | Subject
PSYC90111,Well-being in Practice,Requisites apply | Subject
EDUC91240,Learning Area Chemistry (SI) 2,Requisites apply | Subject
ENST90044,Analysing Ecosystems and Their Values,Subject
ECON30023,Health Economics,Requisites apply | Subject
BUSA90532,Business Essentials,Subject
VETS40017,Veterinary Clinical Skills,Requisites apply | Subject
EDUC91105,Learning Area Humanities 1,Subject
MUSI30231,Music Making Laboratory 5,Requisites apply | Subject
LAWS70176,Construction Law,Quotas apply | Requisites apply | Subject
NURS90078,Assessment in Mental Health Nursing,Subject
MEDI90119,Nursing and Junior Doctor Ultrasound,Requisites apply | Subject
GEND10001,"Sex, Gender and Culture",Subject
MUSI30181,Guitar Ensemble 1,Subject
DRAM30029,Professional Practice Acting 1,Requisites apply | Subject
PATH40008,Clinical Path Research Project Part 1,Requisites apply | Subject
MGMT90124,Emerging Topics in SCM,Requisites apply | Subject
VETS90143,Ruminants and Camelids A,Requisites apply | Subject
CVEN90016,Design of Sustainable Structures,Requisites apply | Subject
DRAM90020,Directing Methodologies,Subject
CHIN30028,Chinese 10,Requisites apply | Subject
ACCT40004,Honours Research Methods,Requisites apply | Subject
SCIE90005,Ethics and Responsibility in Science,Subject
GEOG30026,East Timor Field Class,Quotas apply | Requisites apply | Overseas | Subject
COMP90077,Advanced Algorithms and Data Structures,Requisites apply | Subject
GEOL90048,Sedimentary Basins and Resource Analysis,Subject
MUSI40021,Stravinsky and Music of the 20th Century,Subject
EDUC91352,Wellbeing Design in the Real World,Requisites apply | Subject
CHEN90039,Pharmaceutical & Biochemical Production,Requisites apply | Subject
HIST20084,Red Empire: The Soviet Union and After,Subject
DEVT90043,Advocacy in Development,Subject
NURS90085,Foundations in Paediatric Critical Care,Requisites apply | Subject
CHEN90012,Design and Construction of Equipment,Requisites apply | Subject
EDUC91042,Applications of Positive Psychology,Requisites apply | Subject
BUSA90195,Managerial Economics,Quotas apply | Requisites apply | Subject
NRMT10007,Land Resources and Management,Subject
MAST90122,Inference for Spatio-Temporal Processes,Requisites apply | Subject
ABPL90430,Design with Country: Resilience Studio,Quotas apply | Subject
MUSI30282,Advanced Rhythmic Studies,Requisites apply | Subject
ACUR90002,Art Museums and Curatorship,Requisites apply | Subject
NRMT90003,Social Research Methods,Requisites apply | Subject
LAWS90330,Government Access to Private Information,Quotas apply | Subject
AGRI90083,Internship for Agricultural Sciences Pt1,Requisites apply | Subject
FLTV20013,Animation Lab 2,Requisites apply | Subject
ABPL90152,Bower Studio - Community Development,Quotas apply | Requisites apply | Subject
EDUC90419,Education Research Methodology,Requisites apply | Subject
PHYS40005,Anatomy & Physiology Research Project P1,Requisites apply | Subject
GERM20005,German 4,Requisites apply | Subject
AGRI90066,Soil Science and Management,Requisites apply | Subject
ENGL40007,Romanticism and Modernity,Subject
BIOL90005,BioSciences Research Project Part 1,Requisites apply | Subject
MULT90019,Internship II (Semester Long),Requisites apply | Workplace component | Subject
DEVT90009,Development Theories,Requisites apply | Subject
PSYC90107,Internship,Quotas apply | Subject
ITAL90003,Graduate Italian A,Requisites apply | Subject
ECOL20003,Ecology,Requisites apply | Subject
COMP90083,Computational Modelling and Simulation,Requisites apply | Subject
LAWS50036,Remedies,Quotas apply | Requisites apply | Subject
OPTO90026,Clinical Optometry Practice,Requisites apply | Subject
NURS90120,Evidence in Practice,Subject
PHIL90024,Philosophy Methods,Requisites apply | Subject
MGMT90306,Indigenous Enterprise Research Project,Subject
ESLA90001,Professional Speaking Communication,Requisites apply | Subject
MECM40019,Media & Communications Thesis Part 2,Requisites apply | Subject
ARTS90002,Social Research and Reflexive Writing,Subject
FOOD30007,Food Processing & Preservation,Requisites apply | Subject
FNCE20005,Corporate Financial Decision Making,Requisites apply | Subject
TRAN90003,Specialised Translation,Requisites apply | Subject
SPAN10004,Spanish 4,Requisites apply | Subject
MKTG90001,Omnichannel Retail,Subject
AUDI90064,Transition to Practice,Requisites apply | Subject
PHTY90098,Musculoskeletal Clinical Practice,Requisites apply | Subject
GERM10007,German 6,Requisites apply | Subject
FLTV90048,Screen Thinking 2,Requisites apply | Subject
EDUC90953,Interdisciplinary Science Education,Requisites apply | Subject
CREA10001,Contemporary Art and Biomedicine,Subject
BUSA90561,Math Foundations & Algorithmic Thinking,Subject
CHIN90009,Contemporary Chinese Studies Thesis 1,Requisites apply | Subject
ITAL20001,Italian Cultural Studies B,Requisites apply | Overseas | Subject
MGMT90171,Leadership in Science,Subject
ATOC90012,Advanced Dynamical Meteorology,Requisites apply | Subject
PHYC90024,Research Project,Subject
LING20006,Syntax,Subject
MECM90035,Integrated Marketing Communications,Requisites apply | Subject
ANCW30021,Imperial Rome: Mediterranean Superpower,Subject
LAWS90322,Australian Constitutional Cultures,Quotas apply | Subject
AGRI30045,Applications in Precision Agriculture,Requisites apply | Subject
LAWS90058,Comparative Human Rights Law,Quotas apply | Requisites apply | Subject
LAWS90013,Constitutional Rights in Australia,Quotas apply | Subject
GDES30001,Infographics Studio,Requisites apply | Subject
POPH90274,Prioritising & Planning in Public Health,Subject
ANCW20019,The Rise and Fall of the Roman Republic,Subject
AGRI30046,Agronomy,Requisites apply | Subject
MECM10003,Media and Society,Subject
MECM90026,Advanced Industry Practice - Advertising,Requisites apply | Subject
PUBL90019,Book Markets: Structures and Strategies,Requisites apply | Subject
MEDI90142,TTE - Practical,Requisites apply | Subject
ANTH30003,Lived Religion in an Uncertain World,Subject
MIIM30016,Techniques in Microbiology,Quotas apply | Requisites apply | Subject
ECOM90008,Microeconometrics,Requisites apply | Subject
ECOM20001,Econometrics 1,Requisites apply | Subject
FLTV70031,Narrative Projects 2B,Requisites apply | Subject
LAWS90240,Law and Automation,Quotas apply | Requisites apply | Subject
MUSI40078,Music Research (Honours),Requisites apply | Subject
BUSA90299,Product Management,Quotas apply | Requisites apply | Subject
ENGL30016,Decadent Literature,Subject
MUSI30257,Figured Bass Realisation 1,Requisites apply | Subject
LAWS90174,Human Rights in Australia,Quotas apply | Subject
MEDI90089,Diagnosis In Sport,Subject
PLAN10002,Introduction to Urban Planning,Subject
CREA90001,Methods in Artistic Research,Subject
LAWS90064,Cartels,Quotas apply | Subject
ABPL90268,Facade Design and Construction,Requisites apply | Subject
MUSI20177,Contextual Studies 3,Requisites apply | Subject
DENT90038,Advanced Clinical Practice 4,Subject
INFO90006,Fieldwork for Design,Requisites apply | Subject
DNCE30027,Inter-disciplinary Project,Requisites apply | Subject
ACTL90004,Insurance Risk Models,Requisites apply | Subject
DRAM20029,Performance Skills 1,Requisites apply | Subject
ABPL90035,Risk in Construction,Requisites apply | Subject
ARBC10002,Arabic 4,Requisites apply | Subject
DNCE10029,Body Knowledges: Dance Science,Subject
GEOG30030,Spatial Modelling for Nature and People,Requisites apply | Subject
MGMT90237,Research Report Part 1,Requisites apply | Subject
MUSI90041,Theory for Music Therapists 1,Subject
COMP30027,Machine Learning,Requisites apply | Subject
DNCE10031,Dance Lab 2: Integrated Practices,Requisites apply | Subject
TRAN90001,Translation and Interpreting as Product,Requisites apply | Subject
LAWS70269,Constitution Making,Quotas apply | Requisites apply | Subject
ELEN90074,Introduction to Power Engineering,Requisites apply | Subject
EDUC20075,Youth Leading Change,Subject
DNCE20039,Professional Placement,Requisites apply | Subject
COMP90005,Advanced Studies in Computing,Requisites apply | Subject
BIOL90013,BioSciences Research Project Part 3,Requisites apply | Subject
AIND10004,Art and Indigenous Voice,Subject
LAWS70037,Royal Commissions and Public Inquiries,Quotas apply | Subject
FLTV10023,Introduction to Screenwriting Practices,Subject
AGRI10047,Agriculture in Australia,Requisites apply | Subject
VETS90140,Animal Production Systems: Applications,Requisites apply | Subject
MKTG90005,Marketing Strategy,Requisites apply | Subject
PPMN90007,Theories of Policy Process,Requisites apply | Subject
CHEN90034,Research Methods,Requisites apply | Subject
CMCE30004,Unstructured Data Analytics for Business,Requisites apply | Subject
MUSI20175,Individual Performance Studies 3,Requisites apply | Subject
LANG10001,Language,Subject
KORE20005,Korean 5,Requisites apply | Subject
EDUC91139,Learning Area Mathematics 2,Requisites apply | Subject
POPH90117,Health Indicators and Health Surveys,Subject
DENT90146,Dental Practice 2,Requisites apply | Subject
MGMT90287,Indigenous Business Ecosystems,Subject
EDUC91179,Learning Area Visual Arts and Design A3,Requisites apply | Subject
ENGR90050,Prototyping for Commercialisation,Requisites apply | Subject
CRIM20003,Policing,Subject
NUTR30005,Nutritional Biochemistry and Genomics,Requisites apply | Subject
FNCE90093,Laboratory Rotation 2 (Overseas),Requisites apply | Subject
MUSI20176,Ensemble Studies 3,Requisites apply | Subject
LAWS90071,Institutions,Requisites apply | Subject
MGMT30017,Global Management Consulting,Quotas apply | Requisites apply | Subject
ABPL90279,Cities Without Slums,Subject
PROP20001,Finance for Built Environment,Subject
SOCI40003,Understanding The Life Course,Subject
SCWK90066,Social Work Theory and Practice,Subject
FNCE90011,Derivative Securities,Requisites apply | Subject
LAWS70421,Law and Emerging Health Technologies,Quotas apply | Subject
UNIB10011,The Secret Life of the Body 1,Subject
MKTG30013,Strategic Marketing,Requisites apply | Subject
LAWS90258,Executive Branch Research Lab,Quotas apply | Requisites apply | Subject
MUSI20070,Baroque Ensemble 2,Subject
MEDI90051,Ventricular Function,Requisites apply | Subject
GEOG20012,Post-Conflict Development and Difference,Subject
FREN30023,Global French Studies,Requisites apply | Subject
POPH90317,Biostatistics,Requisites apply | Subject
MGMT90251,Applied Analytics Capstone Part 2,Requisites apply | Subject
MGMT90220,Risk Management in Tertiary Education,Subject
MGMT90196,Advanced Operations Management,Requisites apply | Subject
EVSC20007,Modelling the Real World,Requisites apply | Subject
MUSI20093,Symphonic Ensembles 1,Requisites apply | Subject
MEDI90086,Cancer Research,Requisites apply | Subject
DENT90117,Medicine and Surgery in Dentistry,Requisites apply | Subject
MUSI30173,Early Voices 2,Requisites apply | Subject
GEOL90034,Practical Igneous Petrology,Subject
ABPL90443,Social Procurement in Construction,Requisites apply | Subject
LAWS70106,Financial Services Law,Quotas apply | Subject
LAWS70021,Patent Law,Quotas apply | Requisites apply | Subject
LAWS70219,International Environmental Law,Quotas apply | Requisites apply | Subject
ACTL40002,Risk Theory I,Requisites apply | Subject
ACCT20001,Cost Management,Requisites apply | Subject
LAWS70193,Shareholders' Rights and Remedies,Quotas apply | Requisites apply | Subject
MAST90121,Research Project Part 3,Requisites apply | Subject
PSYC90032,Adult Neuropsychological Disorders,Subject
ACUR90001,Issues in Art Conservation,Requisites apply | Subject
GEND40007,Gender Studies Thesis Part 2,Requisites apply | Subject
OPTO90006,Anterior Eye Disease and Dry Eye,Requisites apply | Subject
ACCT90039,Behavioural Research in Accounting,Requisites apply | Subject
ASIA20008,Digital Asia,Subject
MUSI40060,Concerto,Requisites apply | Subject
ARTS20003,Death,Subject
IBUS30004,Chinese Business and Economy,Requisites apply | Subject
HLTH90018,Disability in Context,Subject
PHTY90120,Physiotherapy Clinical Practice C,Requisites apply | Subject
NURS90009,Evidence for Practice,Subject
EDUC91183,Foundations: Arts Teaching,Subject
ECON90077,Economics of Markets and Organisations,Requisites apply | Subject
FINA70008,Professional Perspectives,Subject
ENGM90011,Economic Analysis for Engineers,Subject
ORAL40002,Oral Health Research Project 4B,Requisites apply | Subject
LAWS90160,Human Rights and Global Justice,Quotas apply | Subject
ATOC90011,Convective Clouds and Storms,Requisites apply | Subject
ENGL20035,Critical Debates,Subject
MEDI90130,1st Trimester OBGYN - Practical,Requisites apply | Subject
EDUC91300,Foundations: Science Teaching (SI),Subject
AIND20011,Indigenous Art and Changing the Nation,Subject
GERM30025,Staging German,Requisites apply | Subject
ABPL90067,MSD Thesis -Semester Long (25 Points),Requisites apply | Subject
ARTS90032,Research Principles & Practices Graduate,Requisites apply | Subject
EDUC91143,Learning Area Physical Education 2,Requisites apply | Subject
ABPL90340,Landscape Materialities,Requisites apply | Subject
PUBL90022,Publishing and Communications Thesis Pt1,Requisites apply | Subject
PHRM30003,Drug Treatment of Disease,Requisites apply | Subject
BISY90016,Predictive Analytics,Quotas apply | Requisites apply | Subject
MEDI90094,Cancer Therapeutics,Requisites apply | Subject
FLTV90034,Production Collaboration 1,Requisites apply | Subject
PHIL20047,Knowledge and Reality,Subject
MKTG90002,New Product Development,Subject
EVSC90023,Building Behaviour in Bushfires,Subject
ABPL30071,Managing Design Projects,Requisites apply | Subject
JAPN20013,Japanese 5,Requisites apply | Subject
CVEN90070,Port and Harbour Engineering,Subject
MUSI10195,Music Making Laboratory 1,Requisites apply | Subject
LAWS90020,Energy Resources in Emerging Markets,Quotas apply | Requisites apply | Subject
EDUC91069,Language & Literacy: F to Year 2 (ECP),Requisites apply | Subject
BTCH90011,"Prototypes, Field & Clinical Trials",Subject
EDUC91223,Learning Area Languages (SI) 1,Subject
MGMT90192,Consulting Practice,Requisites apply | Subject
MGMT90302,Indigenising Human Resource Management,Subject
EDUC91348,Social-Emotional Development & Learning,Requisites apply | Subject
MGMT90254,Indigenous Business Leadership,Requisites apply | Subject
MUSI90196,Instrumentation and Arranging,Subject
MUSI10221,Practical Music 2,Requisites apply | Subject
LAWS90300,Financial Crises: Policy and Regulation,Quotas apply | Subject
PSYT90097,Engaging and Assessing Young People,Subject
FREN10005,French 2,Requisites apply | Subject
MUSI40058,"Sex, Death and the Ecstatic in Music",Requisites apply | Subject
ENGR90033,Internship,Requisites apply | Subject
HIST20065,Rebels and Revolutionaries,Subject
ERTH90045,Earth Sciences Research Project Pt3,Subject
MAST90117,Research Project Part 2,Requisites apply | Subject
ABPL30039,Construction Contract Administration,Requisites apply | Subject
LAWS70134,Comparative Corporate Governance,Quotas apply | Subject
LAWS90149,Corruption and Democratic Integrity,Quotas apply | Subject
ECON30020,Mathematical Economics,Requisites apply | Subject
CWRI30015,Writing Videogames and Live Performance,Requisites apply | Subject
CCDP10003,Video Games: Remaking Reality,Subject
LAWS90046,Competition and New Technologies,Quotas apply | Subject
CHIN30025,Chinese 7,Requisites apply | Subject
BUSA90571,Applied Supply Chain Analytics,Requisites apply | Subject
MUST30018,Production Studio 2,Requisites apply | Subject
EVSC90025,Water Sensitive Urban Design,Subject
JOUR90005,Audio Journalism,Requisites apply | Subject
MECM30002,Perspectives in Global Media Cultures,Requisites apply | Subject
CHIN20030,Activism and Social Change in China,Subject
BUSA90184,Strategic Cost Management,Subject
EDUC91100,Learning Area Economics 1,Subject
FOOD30008,Advanced Food Analysis,Requisites apply | Subject
ARTS90041,Advanced Linguistics Analysis B,Requisites apply | Subject
PHTY90093,Healthcare in Context 1,Subject
BMSC90015,Advanced Biomolecular Neuroscience,Subject
CREA90006,Dance Movement Therapy Methods 1,Subject
MULT30020,Arts Internship: Not for Profit,Requisites apply | Workplace component | Subject
PHYC10009,Foundations of Physics,Requisites apply | Subject
EDUC90878,Clinical Teaching Practice (Prim) 2,Requisites apply | Subject
ANCW40014,Research in Ancient World Studies,Subject
MUSI30244,Chamber Choir 1,Requisites apply | Subject
BIOL90012,BioSciences Research Project Part 3,Requisites apply | Subject
DNCE20033,Dancing the Dance 3: Dance for Video,Requisites apply | Subject
ERTH30002,Applied Geoscience,Requisites apply | Subject
POLS30036,"Race, Ethnicity, and Nationalism",Subject
PSYC90110,Ethics & Psychological Practice,Requisites apply | Subject
GEOL20002,Investigating Earth's Structure,Requisites apply | Subject
ACTL40001,Actuarial Studies Research Essay,Requisites apply | Subject
ANSC20002,Comparative Nutrition and Digestion,Requisites apply | Subject
LAWS90199,Pandemic Law and Practice,Quotas apply | Subject
ZOOL30009,Field Ecology,Quotas apply | Requisites apply | Subject
LAWS90324,Ethics in Tax Practice,Quotas apply | Subject
ENGR90029,Analysing Energy Systems,Requisites apply | Subject
CULS20018,Popular Culture: From K-pop to Selfies,Subject
ABPL90286,Construction Methods,Requisites apply | Subject
KORE30004,Korean 6,Requisites apply | Subject
ENGR20003,Engineering Materials and Mechanics,Subject
EDUC91272,Learning Area Economics (SI) 3,Requisites apply | Subject
POPH30004,Ethics and Equity in Health and Medicine,Subject
MEDI90106,Post-op Quality of Recovery Practicum,Requisites apply | Subject
FREN30017,Immigration and Identity,Requisites apply | Subject
MAST90102,Foundations of Regression,Requisites apply | Subject
VETS90055,Principles of Medicine & Surgery 2 PtB,Requisites apply | Subject
EDUC91075,Engaging and Assessing Learners (ECP) 4,Requisites apply | Subject
GEOG20015,Environmental Change & the Human Journey,Subject
MAST10024,Mathematics & Statistics for Biomedicine,Subject
CHEM90061,Chemistry Research Project Pt 5,Subject
LAWS50119,Sports Law,Quotas apply | Requisites apply | Subject
BUSA90504,Individual Research Project,Requisites apply | Subject
MAST90137,Mathematical Game Theory,Requisites apply | Subject
FLTV10010,Making Movies 1,Subject
PHTY90108,Integrated Professional Practice,Requisites apply | Subject
MAST10022,Linear Algebra: Advanced,Requisites apply | Subject
SCIE30001,Science Research Project,Requisites apply | Subject
MUSI10159,Choir 1,Requisites apply | Subject
FOOD40001,Food Science Research Project Part 1,Subject
ARTS10003,Our Digital Worlds,Subject
LAWS70314,Principles of Construction Law,Quotas apply | Requisites apply | Subject
VETS90038,"Haemato, Neurologic & Global Conditions",Requisites apply | Subject
EDUC91178,Learning Area TESOL 3,Requisites apply | Subject
CHIN30026,Chinese 8,Requisites apply | Subject
DRAM90022,Collaboration in Action,Subject
MAST30024,Geometry,Requisites apply | Subject
FLTV20015,Animation Studio 2A,Requisites apply | Subject
COMP90037,MPhil Research,Requisites apply | Subject
ABPL90389,Urban Design Studio C,Requisites apply | Subject
FINA70006,Studio Practice 1,Requisites apply | Subject
MUSI30015,"Sex, Death and the Ecstatic in Music",Subject
GEOG10001,Famine: The Geography of Scarcity,Subject
NURS90150,Intensive Care Nursing Practice,Requisites apply | Subject
MUSI40079,The Ethnography of Music (Honours),Requisites apply | Subject
CLAS10005,Ancient Greek 2,Requisites apply | Subject
INDG20002,Indigenous People & Ecological Collapse,Subject
ENST90033,Climate Change Mitigation,Subject
DRAM10032,Contextual Studies 1,Subject
BCMB40014,Biochemistry & Pharmacology Research 2,Requisites apply | Subject
LAWS70397,Latin American Constitutionalisms,Subject
MUSI30279,Symphonic Ensembles 1 (Breadth),Requisites apply | Subject
EDUC91066,Numeracy: Birth to 8 Years,Subject
ABPL90287,Design and Construction,Requisites apply | Subject
FNCE90082,Applied Risk Management,Requisites apply | Subject
DPSS10005,Artefact and Performance 2,Requisites apply | Subject
RUSS10002,Russian 2,Requisites apply | Subject
VETS90139,Veterinary Professional Practice 2,Requisites apply | Subject
SCIE90019,Research Project in Comp Biology Pt1,Requisites apply | Subject
MUSI10052,Brass Ensemble 1,Subject
ERTH90046,Earth Sciences Research Project Pt3,Subject
MUSI90236,Research Project In Opera,Requisites apply | Subject
EVSC90036,Industry Project in EnvironmentalSci Pt1,Requisites apply | Subject
ELEN90083,Electrical Engineering Research Project,Requisites apply | Subject
FLTV30024,Animation Studio 3B,Requisites apply | Subject
INDO20009,Indonesian 6,Requisites apply | Subject
ABPL90433,Building Information Management,Requisites apply | Subject
COMP90087,The Ethics of Artificial Intelligence,Requisites apply | Subject
LAWS90158,Current Issues in International Tax,Quotas apply | Subject
MULT20011,Science Communication and Employability,Requisites apply | Subject
ENEN90028,Monitoring Environmental Impacts,Requisites apply | Subject
LAWS90288,Law of Export Controls & Trade Sanctions,Quotas apply | Subject
MAST30012,Discrete Mathematics,Requisites apply | Subject
MGMT90215,Introduction to Data Analytics,Subject
MEED90002,Industry Project in Clinical Research,Requisites apply | Subject
AGRI20026,Plant Growth Processes,Subject
AUDI90038,Professional Issues and Practice,Requisites apply | Subject
AUDI90040,Independent Studies in Speech Pathology,Requisites apply | Subject
CHEM40011,Chemistry Honours Research Project Pt1,Requisites apply | Subject
MGMT90226,Business Acumen for Entrepreneurs,Requisites apply | Subject
MUSI40063,Honours Ensemble 1,Subject
NURS90149,Emergency Nursing,Requisites apply | Subject
DENT90099,Periodontics 1,Requisites apply | Subject
PHTY90132,Hospital-based physiotherapy,Requisites apply | Subject
GERM20003,German Cultural Studies B,Requisites apply | Subject
BUSA90521,Supply Chain Analytics,Requisites apply | Subject
INFO20002,Foundations of Informatics,Requisites apply | Subject
MUSI20090,Guitar Ensemble 2,Subject
EDUC90002,Effective University Teaching,Subject
CREA40002,Research Paper,Requisites apply | Subject
LING90010,Applied Linguistics Thesis,Requisites apply | Subject
MGMT90244,Leading Data and AI Transformation,Quotas apply | Requisites apply | Subject
ACTL10001,Introduction to Actuarial Studies,Requisites apply | Subject
SCRN10001,Introduction to Screen Studies,Subject
ECON90062,Behavioural Economics:Accounting&Finance,Subject
BMSC40011,Advancing Critical Care,Requisites apply | Subject
FNCE30010,Algorithmic Trading,Quotas apply | Requisites apply | Subject
AHIS40013,Advanced Art Fieldwork,Requisites apply | Overseas | Subject
ANCW40001,"Euripides, Seneca, and Mythmaking",Requisites apply | Subject
LING90020,Second Language Writing,Subject
LAWS90132,Tax Treaties: International Perspectives,Quotas apply | Subject
AIND20013,Decolonising the Landscape MultiStudio 2,Quotas apply | Subject
MAST10021,Calculus 2: Advanced,Requisites apply | Subject
IBUS20007,International Business Experience,Quotas apply | Requisites apply | Subject
BUSA90552,Business Essentials,Requisites apply | Subject
PSYC20007,Cognitive Psychology,Subject
EDUC91001,"Science, Tech (Digital & Design) (EC&P)",Requisites apply | Subject
ENST90016,Environmental Research Project (50),Requisites apply | Subject
MUSI90263,Theory for Music Therapists 4,Requisites apply | Subject
SCWK90065,Social Policy for Social Work Practice,Subject
PPMN90030,Public Policy in the Asian Century,Subject
NURS90013,Community Mental Health,Subject
JOUR90013,Investigative Journalism,Quotas apply | Requisites apply | Subject
HLTH90013,Research Project in Human Genomics 2,Requisites apply | Subject
FOOD90032,Food Packaging Design,Subject
ACUR90009,Art Curatorship Thesis Part 1,Requisites apply | Subject
LAWS90018,"Development, Labour and Human Rights",Quotas apply | Subject
POPH90119,Design of Randomised Controlled Trials,Requisites apply | Subject
GEOG30001,Coastal Landforms and Processes,Requisites apply | Subject
ABPL90028,Project Management,Requisites apply | Subject
EDUC91231,Learning Area Politics (SI) 1,Subject
ENST90005,Environmental Politics and Policy,Requisites apply | Subject
PSYT90095,Advanced Mental Health and Ageing,Requisites apply | Subject
CHEM90055,Chemical Regulations and Safety,Subject
EDUC90356,Major Thesis - Education,Requisites apply | Subject
PATH20003,Experimental Pathology,Quotas apply | Requisites apply | Subject
MAST20034,Critical Thinking with Data,Requisites apply | Subject
MUSI40088,Integrated Musical Practice 1,Subject
MAST90115,Minor Research Project Part 2,Requisites apply | Subject
AHIS20016,Art and Revolution,Subject
BUSA90225,Managing People,Quotas apply | Requisites apply | Subject
ERTH40009,Earth Sciences Research Project Pt1,Requisites apply | Subject
ENST20001,Human Behaviour and Environment,Subject
EDUC91185,Foundations: English Teaching,Subject
MUSI20174,The Laptop Recording Studio,Subject
EVSC20006,Energy and the Environment,Requisites apply | Subject
MAST90098,"Approximation, Algorithms and Heuristics",Requisites apply | Subject
MGMT90182,Innovation and Entrepreneurship Strategy,Requisites apply | Subject
HIST90037,Russia and the World,Subject
MGMT90223,Design Thinking,Requisites apply | Subject
CHEM30015,Advanced Practical Chemistry,Requisites apply | Subject
EDUC91309,Learning Area English Additional (SI) 2,Requisites apply | Subject
MUSI20221,Sound Studies 4,Requisites apply | Subject
UNIB10022,Entrepreneurship Principles and Tools,Subject
POPH90171,Young People and Substance Abuse,Subject
EDUC90939,Using Data to Improve Learning,Requisites apply | Subject
PSYT90022,Cognitive Behaviour Therapy,Subject
BUSA90502,Analytics Lab,Requisites apply | Subject
GEND90011,Gender and Development Thesis Part 1,Requisites apply | Subject
ABPL90172,Landscape Studio 3 Speculations,Requisites apply | Subject
FINA70011,Studio Project,Requisites apply | Subject
SPAN30020,Realities and Fictions of Argentina,Requisites apply | Subject
ESLA90003,Professional Literacies,Requisites apply | Subject
LAWS90201,Listed Company M&A in Practice,Quotas apply | Requisites apply | Subject
EDUC90975,Neuroscience of Human Learning,Subject
UNIB20008,Drugs That Shape Society,Subject
AGRI10051,Genetics for Agriculture,Subject
NURS90007,Applied concepts in Acute&Critical Care,Subject
GERM20007,German 5,Requisites apply | Subject
SCRN20011,Hollywood and Entertainment,Subject
ACCT40001,Research in Financial Accounting,Requisites apply | Subject
ORAL30003,Oral Health Therapy Research Int'l,Subject
EDUC91130,Learning Area Economics 2,Requisites apply | Subject
NURS90106,Advanced Nursing Practice: Primary Care,Subject
MUSI20212,Practical Anatomy for Classical Voice 2,Subject
PHRM30009,Drugs in Biomedical Experiments,Quotas apply | Requisites apply | Subject
NURS90163,Developing Advanced Practice,Requisites apply | Subject
DRAM90021,"Director, Actor and Text",Subject
EDUC91228,Learning Area Music (SI) B1,Requisites apply | Subject
MUSI30207,Vocal Ensemble 2,Requisites apply | Subject
DENT90036,Advanced Clinical Practice 2,Subject
LAWS70059,Sports Industry and the Law,Quotas apply | Subject
POPH90270,Bioethics in Practice,Subject
MGMT90122,Supply Chain Analysis,Requisites apply | Subject
ESLA90004,Intercultural Professional Communication,Requisites apply | Subject
BMEN30006,Circuits and Systems,Requisites apply | Subject
ORAL90002,Oral Pathology and Adult Oral Function,Requisites apply | Subject
CLRS90028,Advanced Clinical Trial Design,Subject
SCRN40009,Screen Media and Political Aesthetics,Subject
MEDI40015,Biomedicine Research Project Part 2,Requisites apply | Subject
PSYC40004,Behavioural & Cognitive Neuroscience,Subject
MUSI20092,String Ensemble 2,Requisites apply | Subject
LAWS50032,Administrative Law,Requisites apply | Subject
EDUC91093,Learning Area Accounting 1,Subject
PSYC20006,Biological Psychology,Subject
HLTH90008,Complex Child and Family Welfare,Subject
CHEM90039,Advanced Organic Synthesis,Requisites apply | Subject
AUDI90033,Speech Pathology Practice 2,Requisites apply | Subject
MUSI30229,Interactive Composition 5,Requisites apply | Subject
ISYS90114,Information Systems Res Project Pt 2,Requisites apply | Subject
LAWS90262,Law and Global Health,Quotas apply | Requisites apply | Subject
EDUC90736,Contemporary Classroom Research,Subject
POPH90090,Health Program Evaluation 2,Requisites apply | Subject
ABPL90414,Lean Construction,Requisites apply | Subject
